aggregation,source,source_role,generation_seed,baseline,api_group,category,n_total,n_known,n_true,n_false,n_unknown,failure_rate_known,failure_rate_total_lower_bound
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,indexing_gather_and_scatter,syntax_error,24,24,23,1,0,0.9583333333333334,0.9583333333333334
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,indexing_gather_and_scatter,wrong_or_missing_target_api,24,1,0,1,23,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,indexing_gather_and_scatter,missing_import,24,1,0,1,23,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,indexing_gather_and_scatter,shape_or_dtype_error,24,1,0,1,23,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,indexing_gather_and_scatter,index_or_bounds_error,24,1,0,1,23,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,indexing_gather_and_scatter,undefined_name_error,24,1,0,1,23,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,indexing_gather_and_scatter,argument_signature_error,24,1,0,1,23,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,indexing_gather_and_scatter,dependency_import_error,24,1,0,1,23,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,indexing_gather_and_scatter,setup_or_environment_error,24,1,0,1,23,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,indexing_gather_and_scatter,resource_exhaustion,24,1,0,1,23,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,indexing_gather_and_scatter,runtime_error_other,24,1,0,1,23,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,indexing_gather_and_scatter,assertion_failure,24,1,0,1,23,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,indexing_gather_and_scatter,timeout,24,24,0,24,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,indexing_gather_and_scatter,missing_oracle,24,1,1,0,23,1.0,0.041666666666666664
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,indexing_gather_and_scatter,oracle_not_executed,24,1,0,1,23,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,indexing_gather_and_scatter,fake_assertion,24,1,0,1,23,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,indexing_gather_and_scatter,broad_exception_swallowing,24,1,0,1,23,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,indexing_gather_and_scatter,target_not_executed,24,1,1,0,23,1.0,0.041666666666666664
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,indexing_gather_and_scatter,truncated_generation,24,24,24,0,0,1.0,1.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,indexing_gather_and_scatter,nondeterministic_failure,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,linear_algebra,syntax_error,24,24,24,0,0,1.0,1.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,linear_algebra,wrong_or_missing_target_api,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,linear_algebra,missing_import,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,linear_algebra,shape_or_dtype_error,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,linear_algebra,index_or_bounds_error,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,linear_algebra,undefined_name_error,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,linear_algebra,argument_signature_error,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,linear_algebra,dependency_import_error,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,linear_algebra,setup_or_environment_error,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,linear_algebra,resource_exhaustion,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,linear_algebra,runtime_error_other,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,linear_algebra,assertion_failure,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,linear_algebra,timeout,24,24,0,24,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,linear_algebra,missing_oracle,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,linear_algebra,oracle_not_executed,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,linear_algebra,fake_assertion,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,linear_algebra,broad_exception_swallowing,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,linear_algebra,target_not_executed,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,linear_algebra,truncated_generation,24,24,24,0,0,1.0,1.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,linear_algebra,nondeterministic_failure,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,normalization_activation_and_loss,syntax_error,24,24,23,1,0,0.9583333333333334,0.9583333333333334
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,normalization_activation_and_loss,wrong_or_missing_target_api,24,1,0,1,23,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,normalization_activation_and_loss,missing_import,24,1,0,1,23,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,normalization_activation_and_loss,shape_or_dtype_error,24,1,0,1,23,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,normalization_activation_and_loss,index_or_bounds_error,24,1,0,1,23,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,normalization_activation_and_loss,undefined_name_error,24,1,0,1,23,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,normalization_activation_and_loss,argument_signature_error,24,1,0,1,23,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,normalization_activation_and_loss,dependency_import_error,24,1,0,1,23,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,normalization_activation_and_loss,setup_or_environment_error,24,1,0,1,23,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,normalization_activation_and_loss,resource_exhaustion,24,1,0,1,23,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,normalization_activation_and_loss,runtime_error_other,24,1,0,1,23,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,normalization_activation_and_loss,assertion_failure,24,1,0,1,23,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,normalization_activation_and_loss,timeout,24,24,0,24,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,normalization_activation_and_loss,missing_oracle,24,1,1,0,23,1.0,0.041666666666666664
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,normalization_activation_and_loss,oracle_not_executed,24,1,0,1,23,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,normalization_activation_and_loss,fake_assertion,24,1,0,1,23,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,normalization_activation_and_loss,broad_exception_swallowing,24,1,0,1,23,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,normalization_activation_and_loss,target_not_executed,24,1,1,0,23,1.0,0.041666666666666664
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,normalization_activation_and_loss,truncated_generation,24,24,24,0,0,1.0,1.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,normalization_activation_and_loss,nondeterministic_failure,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,reduction_and_statistics,syntax_error,24,24,24,0,0,1.0,1.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,reduction_and_statistics,wrong_or_missing_target_api,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,reduction_and_statistics,missing_import,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,reduction_and_statistics,shape_or_dtype_error,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,reduction_and_statistics,index_or_bounds_error,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,reduction_and_statistics,undefined_name_error,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,reduction_and_statistics,argument_signature_error,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,reduction_and_statistics,dependency_import_error,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,reduction_and_statistics,setup_or_environment_error,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,reduction_and_statistics,resource_exhaustion,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,reduction_and_statistics,runtime_error_other,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,reduction_and_statistics,assertion_failure,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,reduction_and_statistics,timeout,24,24,0,24,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,reduction_and_statistics,missing_oracle,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,reduction_and_statistics,oracle_not_executed,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,reduction_and_statistics,fake_assertion,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,reduction_and_statistics,broad_exception_swallowing,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,reduction_and_statistics,target_not_executed,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,reduction_and_statistics,truncated_generation,24,24,24,0,0,1.0,1.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,reduction_and_statistics,nondeterministic_failure,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,shape_and_composition,syntax_error,24,24,24,0,0,1.0,1.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,shape_and_composition,wrong_or_missing_target_api,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,shape_and_composition,missing_import,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,shape_and_composition,shape_or_dtype_error,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,shape_and_composition,index_or_bounds_error,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,shape_and_composition,undefined_name_error,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,shape_and_composition,argument_signature_error,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,shape_and_composition,dependency_import_error,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,shape_and_composition,setup_or_environment_error,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,shape_and_composition,resource_exhaustion,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,shape_and_composition,runtime_error_other,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,shape_and_composition,assertion_failure,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,shape_and_composition,timeout,24,24,0,24,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,shape_and_composition,missing_oracle,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,shape_and_composition,oracle_not_executed,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,shape_and_composition,fake_assertion,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,shape_and_composition,broad_exception_swallowing,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,shape_and_composition,target_not_executed,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,shape_and_composition,truncated_generation,24,24,24,0,0,1.0,1.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,shape_and_composition,nondeterministic_failure,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,sparse,syntax_error,24,24,24,0,0,1.0,1.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,sparse,wrong_or_missing_target_api,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,sparse,missing_import,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,sparse,shape_or_dtype_error,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,sparse,index_or_bounds_error,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,sparse,undefined_name_error,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,sparse,argument_signature_error,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,sparse,dependency_import_error,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,sparse,setup_or_environment_error,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,sparse,resource_exhaustion,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,sparse,runtime_error_other,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,sparse,assertion_failure,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,sparse,timeout,24,24,0,24,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,sparse,missing_oracle,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,sparse,oracle_not_executed,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,sparse,fake_assertion,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,sparse,broad_exception_swallowing,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,sparse,target_not_executed,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,sparse,truncated_generation,24,24,24,0,0,1.0,1.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,sparse,nondeterministic_failure,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,tensor_creation,syntax_error,24,24,24,0,0,1.0,1.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,tensor_creation,wrong_or_missing_target_api,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,tensor_creation,missing_import,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,tensor_creation,shape_or_dtype_error,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,tensor_creation,index_or_bounds_error,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,tensor_creation,undefined_name_error,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,tensor_creation,argument_signature_error,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,tensor_creation,dependency_import_error,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,tensor_creation,setup_or_environment_error,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,tensor_creation,resource_exhaustion,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,tensor_creation,runtime_error_other,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,tensor_creation,assertion_failure,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,tensor_creation,timeout,24,24,0,24,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,tensor_creation,missing_oracle,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,tensor_creation,oracle_not_executed,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,tensor_creation,fake_assertion,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,tensor_creation,broad_exception_swallowing,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,tensor_creation,target_not_executed,24,0,0,0,24,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,tensor_creation,truncated_generation,24,24,24,0,0,1.0,1.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B3,tensor_creation,nondeterministic_failure,24,0,0,0,24,,0.0
seed,campaign_combined,campaign_combined,3407,__ALL__,__ALL__,syntax_error,480,480,173,307,0,0.36041666666666666,0.36041666666666666
seed,campaign_combined,campaign_combined,3407,__ALL__,__ALL__,wrong_or_missing_target_api,480,307,6,301,173,0.019543973941368076,0.0125
seed,campaign_combined,campaign_combined,3407,__ALL__,__ALL__,missing_import,480,307,0,307,173,0.0,0.0
seed,campaign_combined,campaign_combined,3407,__ALL__,__ALL__,shape_or_dtype_error,480,307,7,300,173,0.02280130293159609,0.014583333333333334
seed,campaign_combined,campaign_combined,3407,__ALL__,__ALL__,index_or_bounds_error,480,307,2,305,173,0.006514657980456026,0.004166666666666667
seed,campaign_combined,campaign_combined,3407,__ALL__,__ALL__,undefined_name_error,480,307,2,305,173,0.006514657980456026,0.004166666666666667
seed,campaign_combined,campaign_combined,3407,__ALL__,__ALL__,argument_signature_error,480,307,3,304,173,0.009771986970684038,0.00625
seed,campaign_combined,campaign_combined,3407,__ALL__,__ALL__,dependency_import_error,480,307,0,307,173,0.0,0.0
seed,campaign_combined,campaign_combined,3407,__ALL__,__ALL__,setup_or_environment_error,480,307,0,307,173,0.0,0.0
seed,campaign_combined,campaign_combined,3407,__ALL__,__ALL__,resource_exhaustion,480,307,0,307,173,0.0,0.0
seed,campaign_combined,campaign_combined,3407,__ALL__,__ALL__,runtime_error_other,480,307,3,304,173,0.009771986970684038,0.00625
seed,campaign_combined,campaign_combined,3407,__ALL__,__ALL__,assertion_failure,480,307,2,305,173,0.006514657980456026,0.004166666666666667
seed,campaign_combined,campaign_combined,3407,__ALL__,__ALL__,timeout,480,480,0,480,0,0.0,0.0
seed,campaign_combined,campaign_combined,3407,__ALL__,__ALL__,missing_oracle,480,307,240,67,173,0.7817589576547231,0.5
seed,campaign_combined,campaign_combined,3407,__ALL__,__ALL__,oracle_not_executed,480,307,52,255,173,0.16938110749185667,0.10833333333333334
seed,campaign_combined,campaign_combined,3407,__ALL__,__ALL__,fake_assertion,480,307,2,305,173,0.006514657980456026,0.004166666666666667
seed,campaign_combined,campaign_combined,3407,__ALL__,__ALL__,broad_exception_swallowing,480,307,3,304,173,0.009771986970684038,0.00625
seed,campaign_combined,campaign_combined,3407,__ALL__,__ALL__,target_not_executed,480,307,56,251,173,0.18241042345276873,0.11666666666666667
seed,campaign_combined,campaign_combined,3407,__ALL__,__ALL__,truncated_generation,480,480,230,250,0,0.4791666666666667,0.4791666666666667
seed,campaign_combined,campaign_combined,3407,__ALL__,__ALL__,nondeterministic_failure,480,0,0,0,480,,0.0
seed,campaign_combined,campaign_combined,7711,__ALL__,__ALL__,syntax_error,480,480,162,318,0,0.3375,0.3375
seed,campaign_combined,campaign_combined,7711,__ALL__,__ALL__,wrong_or_missing_target_api,480,318,7,311,162,0.0220125786163522,0.014583333333333334
seed,campaign_combined,campaign_combined,7711,__ALL__,__ALL__,missing_import,480,318,0,318,162,0.0,0.0
seed,campaign_combined,campaign_combined,7711,__ALL__,__ALL__,shape_or_dtype_error,480,318,2,316,162,0.006289308176100629,0.004166666666666667
seed,campaign_combined,campaign_combined,7711,__ALL__,__ALL__,index_or_bounds_error,480,318,0,318,162,0.0,0.0
seed,campaign_combined,campaign_combined,7711,__ALL__,__ALL__,undefined_name_error,480,318,1,317,162,0.0031446540880503146,0.0020833333333333333
seed,campaign_combined,campaign_combined,7711,__ALL__,__ALL__,argument_signature_error,480,318,3,315,162,0.009433962264150943,0.00625
seed,campaign_combined,campaign_combined,7711,__ALL__,__ALL__,dependency_import_error,480,318,0,318,162,0.0,0.0
seed,campaign_combined,campaign_combined,7711,__ALL__,__ALL__,setup_or_environment_error,480,318,0,318,162,0.0,0.0
seed,campaign_combined,campaign_combined,7711,__ALL__,__ALL__,resource_exhaustion,480,318,0,318,162,0.0,0.0
seed,campaign_combined,campaign_combined,7711,__ALL__,__ALL__,runtime_error_other,480,318,6,312,162,0.018867924528301886,0.0125
seed,campaign_combined,campaign_combined,7711,__ALL__,__ALL__,assertion_failure,480,318,2,316,162,0.006289308176100629,0.004166666666666667
seed,campaign_combined,campaign_combined,7711,__ALL__,__ALL__,timeout,480,480,0,480,0,0.0,0.0
seed,campaign_combined,campaign_combined,7711,__ALL__,__ALL__,missing_oracle,480,318,242,76,162,0.7610062893081762,0.5041666666666667
seed,campaign_combined,campaign_combined,7711,__ALL__,__ALL__,oracle_not_executed,480,318,61,257,162,0.1918238993710692,0.12708333333333333
seed,campaign_combined,campaign_combined,7711,__ALL__,__ALL__,fake_assertion,480,318,2,316,162,0.006289308176100629,0.004166666666666667
seed,campaign_combined,campaign_combined,7711,__ALL__,__ALL__,broad_exception_swallowing,480,318,3,315,162,0.009433962264150943,0.00625
seed,campaign_combined,campaign_combined,7711,__ALL__,__ALL__,target_not_executed,480,318,65,253,162,0.20440251572327045,0.13541666666666666
seed,campaign_combined,campaign_combined,7711,__ALL__,__ALL__,truncated_generation,480,480,229,251,0,0.47708333333333336,0.47708333333333336
seed,campaign_combined,campaign_combined,7711,__ALL__,__ALL__,nondeterministic_failure,480,0,0,0,480,,0.0
seed_baseline,campaign_combined,campaign_combined,3407,B0,__ALL__,syntax_error,120,120,0,120,0,0.0,0.0
seed_baseline,campaign_combined,campaign_combined,3407,B0,__ALL__,wrong_or_missing_target_api,120,120,0,120,0,0.0,0.0
seed_baseline,campaign_combined,campaign_combined,3407,B0,__ALL__,missing_import,120,120,0,120,0,0.0,0.0
seed_baseline,campaign_combined,campaign_combined,3407,B0,__ALL__,shape_or_dtype_error,120,120,0,120,0,0.0,0.0
seed_baseline,campaign_combined,campaign_combined,3407,B0,__ALL__,index_or_bounds_error,120,120,0,120,0,0.0,0.0
seed_baseline,campaign_combined,campaign_combined,3407,B0,__ALL__,undefined_name_error,120,120,0,120,0,0.0,0.0
seed_baseline,campaign_combined,campaign_combined,3407,B0,__ALL__,argument_signature_error,120,120,0,120,0,0.0,0.0
seed_baseline,campaign_combined,campaign_combined,3407,B0,__ALL__,dependency_import_error,120,120,0,120,0,0.0,0.0
seed_baseline,campaign_combined,campaign_combined,3407,B0,__ALL__,setup_or_environment_error,120,120,0,120,0,0.0,0.0
seed_baseline,campaign_combined,campaign_combined,3407,B0,__ALL__,resource_exhaustion,120,120,0,120,0,0.0,0.0
seed_baseline,campaign_combined,campaign_combined,3407,B0,__ALL__,runtime_error_other,120,120,0,120,0,0.0,0.0
seed_baseline,campaign_combined,campaign_combined,3407,B0,__ALL__,assertion_failure,120,120,0,120,0,0.0,0.0
seed_baseline,campaign_combined,campaign_combined,3407,B0,__ALL__,timeout,120,120,0,120,0,0.0,0.0
seed_baseline,campaign_combined,campaign_combined,3407,B0,__ALL__,missing_oracle,120,120,120,0,0,1.0,1.0
seed_baseline,campaign_combined,campaign_combined,3407,B0,__ALL__,oracle_not_executed,120,120,0,120,0,0.0,0.0
seed_baseline,campaign_combined,campaign_combined,3407,B0,__ALL__,fake_assertion,120,120,0,120,0,0.0,0.0
seed_baseline,campaign_combined,campaign_combined,3407,B0,__ALL__,broad_exception_swallowing,120,120,0,120,0,0.0,0.0
seed_baseline,campaign_combined,campaign_combined,3407,B0,__ALL__,target_not_executed,120,120,0,120,0,0.0,0.0
seed_baseline,campaign_combined,campaign_combined,3407,B0,__ALL__,truncated_generation,120,120,0,120,0,0.0,0.0
seed_baseline,campaign_combined,campaign_combined,3407,B0,__ALL__,nondeterministic_failure,120,0,0,0,120,,0.0
seed_baseline,campaign_combined,campaign_combined,3407,B1,__ALL__,syntax_error,120,120,0,120,0,0.0,0.0
seed_baseline,campaign_combined,campaign_combined,3407,B1,__ALL__,wrong_or_missing_target_api,120,120,6,114,0,0.05,0.05
seed_baseline,campaign_combined,campaign_combined,3407,B1,__ALL__,missing_import,120,120,0,120,0,0.0,0.0
seed_baseline,campaign_combined,campaign_combined,3407,B1,__ALL__,shape_or_dtype_error,120,120,7,113,0,0.058333333333333334,0.058333333333333334
seed_baseline,campaign_combined,campaign_combined,3407,B1,__ALL__,index_or_bounds_error,120,120,2,118,0,0.016666666666666666,0.016666666666666666
seed_baseline,campaign_combined,campaign_combined,3407,B1,__ALL__,undefined_name_error,120,120,1,119,0,0.008333333333333333,0.008333333333333333
seed_baseline,campaign_combined,campaign_combined,3407,B1,__ALL__,argument_signature_error,120,120,3,117,0,0.025,0.025
seed_baseline,campaign_combined,campaign_combined,3407,B1,__ALL__,dependency_import_error,120,120,0,120,0,0.0,0.0
seed_baseline,campaign_combined,campaign_combined,3407,B1,__ALL__,setup_or_environment_error,120,120,0,120,0,0.0,0.0
seed_baseline,campaign_combined,campaign_combined,3407,B1,__ALL__,resource_exhaustion,120,120,0,120,0,0.0,0.0
seed_baseline,campaign_combined,campaign_combined,3407,B1,__ALL__,runtime_error_other,120,120,3,117,0,0.025,0.025
seed_baseline,campaign_combined,campaign_combined,3407,B1,__ALL__,assertion_failure,120,120,1,119,0,0.008333333333333333,0.008333333333333333
seed_baseline,campaign_combined,campaign_combined,3407,B1,__ALL__,timeout,120,120,0,120,0,0.0,0.0
seed_baseline,campaign_combined,campaign_combined,3407,B1,__ALL__,missing_oracle,120,120,115,5,0,0.9583333333333334,0.9583333333333334
seed_baseline,campaign_combined,campaign_combined,3407,B1,__ALL__,oracle_not_executed,120,120,0,120,0,0.0,0.0
seed_baseline,campaign_combined,campaign_combined,3407,B1,__ALL__,fake_assertion,120,120,0,120,0,0.0,0.0
seed_baseline,campaign_combined,campaign_combined,3407,B1,__ALL__,broad_exception_swallowing,120,120,3,117,0,0.025,0.025
seed_baseline,campaign_combined,campaign_combined,3407,B1,__ALL__,target_not_executed,120,120,0,120,0,0.0,0.0
seed_baseline,campaign_combined,campaign_combined,3407,B1,__ALL__,truncated_generation,120,120,0,120,0,0.0,0.0
seed_baseline,campaign_combined,campaign_combined,3407,B1,__ALL__,nondeterministic_failure,120,0,0,0,120,,0.0
seed_baseline,campaign_combined,campaign_combined,3407,B2,__ALL__,syntax_error,120,120,55,65,0,0.4583333333333333,0.4583333333333333
seed_baseline,campaign_combined,campaign_combined,3407,B2,__ALL__,wrong_or_missing_target_api,120,65,0,65,55,0.0,0.0
seed_baseline,campaign_combined,campaign_combined,3407,B2,__ALL__,missing_import,120,65,0,65,55,0.0,0.0
