aggregation,source,source_role,baseline,api_group,generation_seed,category,n_total,n_known,n_true,n_false,n_unknown,failure_rate_known,failure_rate_total_lower_bound
baseline_group,events.checkpoint,campaign_checkpoint,B1,indexing_gather_and_scatter,__ALL__,missing_import,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,indexing_gather_and_scatter,__ALL__,shape_or_dtype_error,12,12,1,11,0,0.08333333333333333,0.08333333333333333
baseline_group,events.checkpoint,campaign_checkpoint,B1,indexing_gather_and_scatter,__ALL__,index_or_bounds_error,12,12,1,11,0,0.08333333333333333,0.08333333333333333
baseline_group,events.checkpoint,campaign_checkpoint,B1,indexing_gather_and_scatter,__ALL__,undefined_name_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,indexing_gather_and_scatter,__ALL__,argument_signature_error,12,12,1,11,0,0.08333333333333333,0.08333333333333333
baseline_group,events.checkpoint,campaign_checkpoint,B1,indexing_gather_and_scatter,__ALL__,dependency_import_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,indexing_gather_and_scatter,__ALL__,setup_or_environment_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,indexing_gather_and_scatter,__ALL__,resource_exhaustion,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,indexing_gather_and_scatter,__ALL__,runtime_error_other,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,indexing_gather_and_scatter,__ALL__,assertion_failure,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,indexing_gather_and_scatter,__ALL__,timeout,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,indexing_gather_and_scatter,__ALL__,missing_oracle,12,12,12,0,0,1.0,1.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,indexing_gather_and_scatter,__ALL__,oracle_not_executed,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,indexing_gather_and_scatter,__ALL__,fake_assertion,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,indexing_gather_and_scatter,__ALL__,broad_exception_swallowing,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,indexing_gather_and_scatter,__ALL__,target_not_executed,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,indexing_gather_and_scatter,__ALL__,truncated_generation,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,indexing_gather_and_scatter,__ALL__,nondeterministic_failure,12,0,0,0,12,,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,linear_algebra,__ALL__,syntax_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,linear_algebra,__ALL__,wrong_or_missing_target_api,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,linear_algebra,__ALL__,missing_import,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,linear_algebra,__ALL__,shape_or_dtype_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,linear_algebra,__ALL__,index_or_bounds_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,linear_algebra,__ALL__,undefined_name_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,linear_algebra,__ALL__,argument_signature_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,linear_algebra,__ALL__,dependency_import_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,linear_algebra,__ALL__,setup_or_environment_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,linear_algebra,__ALL__,resource_exhaustion,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,linear_algebra,__ALL__,runtime_error_other,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,linear_algebra,__ALL__,assertion_failure,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,linear_algebra,__ALL__,timeout,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,linear_algebra,__ALL__,missing_oracle,12,12,12,0,0,1.0,1.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,linear_algebra,__ALL__,oracle_not_executed,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,linear_algebra,__ALL__,fake_assertion,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,linear_algebra,__ALL__,broad_exception_swallowing,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,linear_algebra,__ALL__,target_not_executed,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,linear_algebra,__ALL__,truncated_generation,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,linear_algebra,__ALL__,nondeterministic_failure,12,0,0,0,12,,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,normalization_activation_and_loss,__ALL__,syntax_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,normalization_activation_and_loss,__ALL__,wrong_or_missing_target_api,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,normalization_activation_and_loss,__ALL__,missing_import,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,normalization_activation_and_loss,__ALL__,shape_or_dtype_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,normalization_activation_and_loss,__ALL__,index_or_bounds_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,normalization_activation_and_loss,__ALL__,undefined_name_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,normalization_activation_and_loss,__ALL__,argument_signature_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,normalization_activation_and_loss,__ALL__,dependency_import_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,normalization_activation_and_loss,__ALL__,setup_or_environment_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,normalization_activation_and_loss,__ALL__,resource_exhaustion,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,normalization_activation_and_loss,__ALL__,runtime_error_other,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,normalization_activation_and_loss,__ALL__,assertion_failure,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,normalization_activation_and_loss,__ALL__,timeout,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,normalization_activation_and_loss,__ALL__,missing_oracle,12,12,12,0,0,1.0,1.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,normalization_activation_and_loss,__ALL__,oracle_not_executed,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,normalization_activation_and_loss,__ALL__,fake_assertion,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,normalization_activation_and_loss,__ALL__,broad_exception_swallowing,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,normalization_activation_and_loss,__ALL__,target_not_executed,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,normalization_activation_and_loss,__ALL__,truncated_generation,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,normalization_activation_and_loss,__ALL__,nondeterministic_failure,12,0,0,0,12,,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,reduction_and_statistics,__ALL__,syntax_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,reduction_and_statistics,__ALL__,wrong_or_missing_target_api,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,reduction_and_statistics,__ALL__,missing_import,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,reduction_and_statistics,__ALL__,shape_or_dtype_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,reduction_and_statistics,__ALL__,index_or_bounds_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,reduction_and_statistics,__ALL__,undefined_name_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,reduction_and_statistics,__ALL__,argument_signature_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,reduction_and_statistics,__ALL__,dependency_import_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,reduction_and_statistics,__ALL__,setup_or_environment_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,reduction_and_statistics,__ALL__,resource_exhaustion,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,reduction_and_statistics,__ALL__,runtime_error_other,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,reduction_and_statistics,__ALL__,assertion_failure,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,reduction_and_statistics,__ALL__,timeout,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,reduction_and_statistics,__ALL__,missing_oracle,12,12,12,0,0,1.0,1.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,reduction_and_statistics,__ALL__,oracle_not_executed,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,reduction_and_statistics,__ALL__,fake_assertion,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,reduction_and_statistics,__ALL__,broad_exception_swallowing,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,reduction_and_statistics,__ALL__,target_not_executed,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,reduction_and_statistics,__ALL__,truncated_generation,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,reduction_and_statistics,__ALL__,nondeterministic_failure,12,0,0,0,12,,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,shape_and_composition,__ALL__,syntax_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,shape_and_composition,__ALL__,wrong_or_missing_target_api,12,12,1,11,0,0.08333333333333333,0.08333333333333333
baseline_group,events.checkpoint,campaign_checkpoint,B1,shape_and_composition,__ALL__,missing_import,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,shape_and_composition,__ALL__,shape_or_dtype_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,shape_and_composition,__ALL__,index_or_bounds_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,shape_and_composition,__ALL__,undefined_name_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,shape_and_composition,__ALL__,argument_signature_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,shape_and_composition,__ALL__,dependency_import_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,shape_and_composition,__ALL__,setup_or_environment_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,shape_and_composition,__ALL__,resource_exhaustion,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,shape_and_composition,__ALL__,runtime_error_other,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,shape_and_composition,__ALL__,assertion_failure,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,shape_and_composition,__ALL__,timeout,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,shape_and_composition,__ALL__,missing_oracle,12,12,12,0,0,1.0,1.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,shape_and_composition,__ALL__,oracle_not_executed,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,shape_and_composition,__ALL__,fake_assertion,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,shape_and_composition,__ALL__,broad_exception_swallowing,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,shape_and_composition,__ALL__,target_not_executed,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,shape_and_composition,__ALL__,truncated_generation,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,shape_and_composition,__ALL__,nondeterministic_failure,12,0,0,0,12,,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,sparse,__ALL__,syntax_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,sparse,__ALL__,wrong_or_missing_target_api,12,12,1,11,0,0.08333333333333333,0.08333333333333333
baseline_group,events.checkpoint,campaign_checkpoint,B1,sparse,__ALL__,missing_import,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,sparse,__ALL__,shape_or_dtype_error,12,12,3,9,0,0.25,0.25
baseline_group,events.checkpoint,campaign_checkpoint,B1,sparse,__ALL__,index_or_bounds_error,12,12,1,11,0,0.08333333333333333,0.08333333333333333
baseline_group,events.checkpoint,campaign_checkpoint,B1,sparse,__ALL__,undefined_name_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,sparse,__ALL__,argument_signature_error,12,12,1,11,0,0.08333333333333333,0.08333333333333333
baseline_group,events.checkpoint,campaign_checkpoint,B1,sparse,__ALL__,dependency_import_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,sparse,__ALL__,setup_or_environment_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,sparse,__ALL__,resource_exhaustion,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,sparse,__ALL__,runtime_error_other,12,12,2,10,0,0.16666666666666666,0.16666666666666666
baseline_group,events.checkpoint,campaign_checkpoint,B1,sparse,__ALL__,assertion_failure,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,sparse,__ALL__,timeout,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,sparse,__ALL__,missing_oracle,12,12,11,1,0,0.9166666666666666,0.9166666666666666
baseline_group,events.checkpoint,campaign_checkpoint,B1,sparse,__ALL__,oracle_not_executed,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,sparse,__ALL__,fake_assertion,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,sparse,__ALL__,broad_exception_swallowing,12,12,3,9,0,0.25,0.25
baseline_group,events.checkpoint,campaign_checkpoint,B1,sparse,__ALL__,target_not_executed,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,sparse,__ALL__,truncated_generation,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,sparse,__ALL__,nondeterministic_failure,12,0,0,0,12,,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,tensor_creation,__ALL__,syntax_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,tensor_creation,__ALL__,wrong_or_missing_target_api,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,tensor_creation,__ALL__,missing_import,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,tensor_creation,__ALL__,shape_or_dtype_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,tensor_creation,__ALL__,index_or_bounds_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,tensor_creation,__ALL__,undefined_name_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,tensor_creation,__ALL__,argument_signature_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,tensor_creation,__ALL__,dependency_import_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,tensor_creation,__ALL__,setup_or_environment_error,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,tensor_creation,__ALL__,resource_exhaustion,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,tensor_creation,__ALL__,runtime_error_other,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,tensor_creation,__ALL__,assertion_failure,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,tensor_creation,__ALL__,timeout,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,tensor_creation,__ALL__,missing_oracle,12,12,12,0,0,1.0,1.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,tensor_creation,__ALL__,oracle_not_executed,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,tensor_creation,__ALL__,fake_assertion,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,tensor_creation,__ALL__,broad_exception_swallowing,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,tensor_creation,__ALL__,target_not_executed,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,tensor_creation,__ALL__,truncated_generation,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B1,tensor_creation,__ALL__,nondeterministic_failure,12,0,0,0,12,,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,autograd_transform_compile_and_export,__ALL__,syntax_error,12,12,9,3,0,0.75,0.75
baseline_group,events.checkpoint,campaign_checkpoint,B2,autograd_transform_compile_and_export,__ALL__,wrong_or_missing_target_api,12,3,0,3,9,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,autograd_transform_compile_and_export,__ALL__,missing_import,12,3,0,3,9,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,autograd_transform_compile_and_export,__ALL__,shape_or_dtype_error,12,3,0,3,9,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,autograd_transform_compile_and_export,__ALL__,index_or_bounds_error,12,3,0,3,9,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,autograd_transform_compile_and_export,__ALL__,undefined_name_error,12,3,0,3,9,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,autograd_transform_compile_and_export,__ALL__,argument_signature_error,12,3,0,3,9,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,autograd_transform_compile_and_export,__ALL__,dependency_import_error,12,3,0,3,9,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,autograd_transform_compile_and_export,__ALL__,setup_or_environment_error,12,3,0,3,9,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,autograd_transform_compile_and_export,__ALL__,resource_exhaustion,12,3,0,3,9,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,autograd_transform_compile_and_export,__ALL__,runtime_error_other,12,3,0,3,9,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,autograd_transform_compile_and_export,__ALL__,assertion_failure,12,3,0,3,9,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,autograd_transform_compile_and_export,__ALL__,timeout,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,autograd_transform_compile_and_export,__ALL__,missing_oracle,12,3,0,3,9,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,autograd_transform_compile_and_export,__ALL__,oracle_not_executed,12,3,2,1,9,0.6666666666666666,0.16666666666666666
baseline_group,events.checkpoint,campaign_checkpoint,B2,autograd_transform_compile_and_export,__ALL__,fake_assertion,12,3,0,3,9,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,autograd_transform_compile_and_export,__ALL__,broad_exception_swallowing,12,3,0,3,9,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,autograd_transform_compile_and_export,__ALL__,target_not_executed,12,3,2,1,9,0.6666666666666666,0.16666666666666666
baseline_group,events.checkpoint,campaign_checkpoint,B2,autograd_transform_compile_and_export,__ALL__,truncated_generation,12,12,11,1,0,0.9166666666666666,0.9166666666666666
baseline_group,events.checkpoint,campaign_checkpoint,B2,autograd_transform_compile_and_export,__ALL__,nondeterministic_failure,12,0,0,0,12,,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,convolution_and_pooling,__ALL__,syntax_error,12,12,4,8,0,0.3333333333333333,0.3333333333333333
baseline_group,events.checkpoint,campaign_checkpoint,B2,convolution_and_pooling,__ALL__,wrong_or_missing_target_api,12,8,0,8,4,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,convolution_and_pooling,__ALL__,missing_import,12,8,0,8,4,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,convolution_and_pooling,__ALL__,shape_or_dtype_error,12,8,0,8,4,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,convolution_and_pooling,__ALL__,index_or_bounds_error,12,8,0,8,4,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,convolution_and_pooling,__ALL__,undefined_name_error,12,8,0,8,4,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,convolution_and_pooling,__ALL__,argument_signature_error,12,8,0,8,4,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,convolution_and_pooling,__ALL__,dependency_import_error,12,8,0,8,4,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,convolution_and_pooling,__ALL__,setup_or_environment_error,12,8,0,8,4,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,convolution_and_pooling,__ALL__,resource_exhaustion,12,8,0,8,4,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,convolution_and_pooling,__ALL__,runtime_error_other,12,8,0,8,4,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,convolution_and_pooling,__ALL__,assertion_failure,12,8,0,8,4,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,convolution_and_pooling,__ALL__,timeout,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,convolution_and_pooling,__ALL__,missing_oracle,12,8,0,8,4,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,convolution_and_pooling,__ALL__,oracle_not_executed,12,8,8,0,4,1.0,0.6666666666666666
baseline_group,events.checkpoint,campaign_checkpoint,B2,convolution_and_pooling,__ALL__,fake_assertion,12,8,0,8,4,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,convolution_and_pooling,__ALL__,broad_exception_swallowing,12,8,0,8,4,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,convolution_and_pooling,__ALL__,target_not_executed,12,8,8,0,4,1.0,0.6666666666666666
baseline_group,events.checkpoint,campaign_checkpoint,B2,convolution_and_pooling,__ALL__,truncated_generation,12,12,12,0,0,1.0,1.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,convolution_and_pooling,__ALL__,nondeterministic_failure,12,0,0,0,12,,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,fft_and_spectral,__ALL__,syntax_error,12,12,5,7,0,0.4166666666666667,0.4166666666666667
baseline_group,events.checkpoint,campaign_checkpoint,B2,fft_and_spectral,__ALL__,wrong_or_missing_target_api,12,7,0,7,5,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,fft_and_spectral,__ALL__,missing_import,12,7,0,7,5,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,fft_and_spectral,__ALL__,shape_or_dtype_error,12,7,0,7,5,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,fft_and_spectral,__ALL__,index_or_bounds_error,12,7,0,7,5,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,fft_and_spectral,__ALL__,undefined_name_error,12,7,0,7,5,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,fft_and_spectral,__ALL__,argument_signature_error,12,7,0,7,5,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,fft_and_spectral,__ALL__,dependency_import_error,12,7,0,7,5,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,fft_and_spectral,__ALL__,setup_or_environment_error,12,7,0,7,5,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,fft_and_spectral,__ALL__,resource_exhaustion,12,7,0,7,5,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,fft_and_spectral,__ALL__,runtime_error_other,12,7,0,7,5,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,fft_and_spectral,__ALL__,assertion_failure,12,7,0,7,5,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,fft_and_spectral,__ALL__,timeout,12,12,0,12,0,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,fft_and_spectral,__ALL__,missing_oracle,12,7,0,7,5,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,fft_and_spectral,__ALL__,oracle_not_executed,12,7,7,0,5,1.0,0.5833333333333334
baseline_group,events.checkpoint,campaign_checkpoint,B2,fft_and_spectral,__ALL__,fake_assertion,12,7,0,7,5,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,fft_and_spectral,__ALL__,broad_exception_swallowing,12,7,0,7,5,0.0,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,fft_and_spectral,__ALL__,target_not_executed,12,7,7,0,5,1.0,0.5833333333333334
baseline_group,events.checkpoint,campaign_checkpoint,B2,fft_and_spectral,__ALL__,truncated_generation,12,12,12,0,0,1.0,1.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,fft_and_spectral,__ALL__,nondeterministic_failure,12,0,0,0,12,,0.0
baseline_group,events.checkpoint,campaign_checkpoint,B2,indexing_gather_and_scatter,__ALL__,syntax_error,12,12,5,7,0,0.4166666666666667,0.4166666666666667
baseline_group,events.checkpoint,campaign_checkpoint,B2,indexing_gather_and_scatter,__ALL__,wrong_or_missing_target_api,12,7,0,7,5,0.0,0.0
