aggregation,source,source_role,baseline,api_group,generation_seed,category,n_total,n_known,n_true,n_false,n_unknown,failure_rate_known,failure_rate_total_lower_bound
seed_baseline,events.checkpoint,campaign_checkpoint,B3,__ALL__,3407,broad_exception_swallowing,120,2,0,2,118,0.0,0.0
seed_baseline,events.checkpoint,campaign_checkpoint,B3,__ALL__,3407,target_not_executed,120,2,1,1,118,0.5,0.008333333333333333
seed_baseline,events.checkpoint,campaign_checkpoint,B3,__ALL__,3407,truncated_generation,120,120,120,0,0,1.0,1.0
seed_baseline,events.checkpoint,campaign_checkpoint,B3,__ALL__,3407,nondeterministic_failure,120,0,0,0,120,,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B0,__ALL__,7711,syntax_error,120,120,0,120,0,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B0,__ALL__,7711,wrong_or_missing_target_api,120,120,0,120,0,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B0,__ALL__,7711,missing_import,120,120,0,120,0,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B0,__ALL__,7711,shape_or_dtype_error,120,120,0,120,0,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B0,__ALL__,7711,index_or_bounds_error,120,120,0,120,0,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B0,__ALL__,7711,undefined_name_error,120,120,0,120,0,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B0,__ALL__,7711,argument_signature_error,120,120,0,120,0,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B0,__ALL__,7711,dependency_import_error,120,120,0,120,0,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B0,__ALL__,7711,setup_or_environment_error,120,120,0,120,0,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B0,__ALL__,7711,resource_exhaustion,120,120,0,120,0,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B0,__ALL__,7711,runtime_error_other,120,120,0,120,0,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B0,__ALL__,7711,assertion_failure,120,120,0,120,0,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B0,__ALL__,7711,timeout,120,120,0,120,0,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B0,__ALL__,7711,missing_oracle,120,120,120,0,0,1.0,1.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B0,__ALL__,7711,oracle_not_executed,120,120,0,120,0,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B0,__ALL__,7711,fake_assertion,120,120,0,120,0,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B0,__ALL__,7711,broad_exception_swallowing,120,120,0,120,0,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B0,__ALL__,7711,target_not_executed,120,120,0,120,0,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B0,__ALL__,7711,truncated_generation,120,120,0,120,0,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B0,__ALL__,7711,nondeterministic_failure,120,0,0,0,120,,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B1,__ALL__,7711,syntax_error,120,120,0,120,0,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B1,__ALL__,7711,wrong_or_missing_target_api,120,120,6,114,0,0.05,0.05
seed_baseline,events.checkpoint_2,campaign_checkpoint,B1,__ALL__,7711,missing_import,120,120,0,120,0,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B1,__ALL__,7711,shape_or_dtype_error,120,120,2,118,0,0.016666666666666666,0.016666666666666666
seed_baseline,events.checkpoint_2,campaign_checkpoint,B1,__ALL__,7711,index_or_bounds_error,120,120,0,120,0,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B1,__ALL__,7711,undefined_name_error,120,120,0,120,0,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B1,__ALL__,7711,argument_signature_error,120,120,3,117,0,0.025,0.025
seed_baseline,events.checkpoint_2,campaign_checkpoint,B1,__ALL__,7711,dependency_import_error,120,120,0,120,0,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B1,__ALL__,7711,setup_or_environment_error,120,120,0,120,0,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B1,__ALL__,7711,resource_exhaustion,120,120,0,120,0,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B1,__ALL__,7711,runtime_error_other,120,120,4,116,0,0.03333333333333333,0.03333333333333333
seed_baseline,events.checkpoint_2,campaign_checkpoint,B1,__ALL__,7711,assertion_failure,120,120,0,120,0,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B1,__ALL__,7711,timeout,120,120,0,120,0,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B1,__ALL__,7711,missing_oracle,120,120,116,4,0,0.9666666666666667,0.9666666666666667
seed_baseline,events.checkpoint_2,campaign_checkpoint,B1,__ALL__,7711,oracle_not_executed,120,120,0,120,0,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B1,__ALL__,7711,fake_assertion,120,120,0,120,0,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B1,__ALL__,7711,broad_exception_swallowing,120,120,2,118,0,0.016666666666666666,0.016666666666666666
seed_baseline,events.checkpoint_2,campaign_checkpoint,B1,__ALL__,7711,target_not_executed,120,120,0,120,0,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B1,__ALL__,7711,truncated_generation,120,120,0,120,0,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B1,__ALL__,7711,nondeterministic_failure,120,0,0,0,120,,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B2,__ALL__,7711,syntax_error,120,120,45,75,0,0.375,0.375
seed_baseline,events.checkpoint_2,campaign_checkpoint,B2,__ALL__,7711,wrong_or_missing_target_api,120,75,1,74,45,0.013333333333333334,0.008333333333333333
seed_baseline,events.checkpoint_2,campaign_checkpoint,B2,__ALL__,7711,missing_import,120,75,0,75,45,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B2,__ALL__,7711,shape_or_dtype_error,120,75,0,75,45,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B2,__ALL__,7711,index_or_bounds_error,120,75,0,75,45,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B2,__ALL__,7711,undefined_name_error,120,75,1,74,45,0.013333333333333334,0.008333333333333333
seed_baseline,events.checkpoint_2,campaign_checkpoint,B2,__ALL__,7711,argument_signature_error,120,75,0,75,45,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B2,__ALL__,7711,dependency_import_error,120,75,0,75,45,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B2,__ALL__,7711,setup_or_environment_error,120,75,0,75,45,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B2,__ALL__,7711,resource_exhaustion,120,75,0,75,45,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B2,__ALL__,7711,runtime_error_other,120,75,2,73,45,0.02666666666666667,0.016666666666666666
seed_baseline,events.checkpoint_2,campaign_checkpoint,B2,__ALL__,7711,assertion_failure,120,75,2,73,45,0.02666666666666667,0.016666666666666666
seed_baseline,events.checkpoint_2,campaign_checkpoint,B2,__ALL__,7711,timeout,120,120,0,120,0,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B2,__ALL__,7711,missing_oracle,120,75,3,72,45,0.04,0.025
seed_baseline,events.checkpoint_2,campaign_checkpoint,B2,__ALL__,7711,oracle_not_executed,120,75,61,14,45,0.8133333333333334,0.5083333333333333
seed_baseline,events.checkpoint_2,campaign_checkpoint,B2,__ALL__,7711,fake_assertion,120,75,2,73,45,0.02666666666666667,0.016666666666666666
seed_baseline,events.checkpoint_2,campaign_checkpoint,B2,__ALL__,7711,broad_exception_swallowing,120,75,1,74,45,0.013333333333333334,0.008333333333333333
seed_baseline,events.checkpoint_2,campaign_checkpoint,B2,__ALL__,7711,target_not_executed,120,75,63,12,45,0.84,0.525
seed_baseline,events.checkpoint_2,campaign_checkpoint,B2,__ALL__,7711,truncated_generation,120,120,109,11,0,0.9083333333333333,0.9083333333333333
seed_baseline,events.checkpoint_2,campaign_checkpoint,B2,__ALL__,7711,nondeterministic_failure,120,0,0,0,120,,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B3,__ALL__,7711,syntax_error,120,120,117,3,0,0.975,0.975
seed_baseline,events.checkpoint_2,campaign_checkpoint,B3,__ALL__,7711,wrong_or_missing_target_api,120,3,0,3,117,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B3,__ALL__,7711,missing_import,120,3,0,3,117,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B3,__ALL__,7711,shape_or_dtype_error,120,3,0,3,117,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B3,__ALL__,7711,index_or_bounds_error,120,3,0,3,117,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B3,__ALL__,7711,undefined_name_error,120,3,0,3,117,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B3,__ALL__,7711,argument_signature_error,120,3,0,3,117,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B3,__ALL__,7711,dependency_import_error,120,3,0,3,117,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B3,__ALL__,7711,setup_or_environment_error,120,3,0,3,117,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B3,__ALL__,7711,resource_exhaustion,120,3,0,3,117,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B3,__ALL__,7711,runtime_error_other,120,3,0,3,117,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B3,__ALL__,7711,assertion_failure,120,3,0,3,117,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B3,__ALL__,7711,timeout,120,120,0,120,0,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B3,__ALL__,7711,missing_oracle,120,3,3,0,117,1.0,0.025
seed_baseline,events.checkpoint_2,campaign_checkpoint,B3,__ALL__,7711,oracle_not_executed,120,3,0,3,117,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B3,__ALL__,7711,fake_assertion,120,3,0,3,117,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B3,__ALL__,7711,broad_exception_swallowing,120,3,0,3,117,0.0,0.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B3,__ALL__,7711,target_not_executed,120,3,2,1,117,0.6666666666666666,0.016666666666666666
seed_baseline,events.checkpoint_2,campaign_checkpoint,B3,__ALL__,7711,truncated_generation,120,120,120,0,0,1.0,1.0
seed_baseline,events.checkpoint_2,campaign_checkpoint,B3,__ALL__,7711,nondeterministic_failure,120,0,0,0,120,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,autograd_transform_compile_and_export,3407,syntax_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,autograd_transform_compile_and_export,3407,wrong_or_missing_target_api,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,autograd_transform_compile_and_export,3407,missing_import,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,autograd_transform_compile_and_export,3407,shape_or_dtype_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,autograd_transform_compile_and_export,3407,index_or_bounds_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,autograd_transform_compile_and_export,3407,undefined_name_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,autograd_transform_compile_and_export,3407,argument_signature_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,autograd_transform_compile_and_export,3407,dependency_import_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,autograd_transform_compile_and_export,3407,setup_or_environment_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,autograd_transform_compile_and_export,3407,resource_exhaustion,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,autograd_transform_compile_and_export,3407,runtime_error_other,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,autograd_transform_compile_and_export,3407,assertion_failure,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,autograd_transform_compile_and_export,3407,timeout,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,autograd_transform_compile_and_export,3407,missing_oracle,12,12,12,0,0,1.0,1.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,autograd_transform_compile_and_export,3407,oracle_not_executed,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,autograd_transform_compile_and_export,3407,fake_assertion,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,autograd_transform_compile_and_export,3407,broad_exception_swallowing,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,autograd_transform_compile_and_export,3407,target_not_executed,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,autograd_transform_compile_and_export,3407,truncated_generation,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,autograd_transform_compile_and_export,3407,nondeterministic_failure,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,convolution_and_pooling,3407,syntax_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,convolution_and_pooling,3407,wrong_or_missing_target_api,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,convolution_and_pooling,3407,missing_import,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,convolution_and_pooling,3407,shape_or_dtype_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,convolution_and_pooling,3407,index_or_bounds_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,convolution_and_pooling,3407,undefined_name_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,convolution_and_pooling,3407,argument_signature_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,convolution_and_pooling,3407,dependency_import_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,convolution_and_pooling,3407,setup_or_environment_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,convolution_and_pooling,3407,resource_exhaustion,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,convolution_and_pooling,3407,runtime_error_other,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,convolution_and_pooling,3407,assertion_failure,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,convolution_and_pooling,3407,timeout,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,convolution_and_pooling,3407,missing_oracle,12,12,12,0,0,1.0,1.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,convolution_and_pooling,3407,oracle_not_executed,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,convolution_and_pooling,3407,fake_assertion,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,convolution_and_pooling,3407,broad_exception_swallowing,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,convolution_and_pooling,3407,target_not_executed,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,convolution_and_pooling,3407,truncated_generation,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,convolution_and_pooling,3407,nondeterministic_failure,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,fft_and_spectral,3407,syntax_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,fft_and_spectral,3407,wrong_or_missing_target_api,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,fft_and_spectral,3407,missing_import,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,fft_and_spectral,3407,shape_or_dtype_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,fft_and_spectral,3407,index_or_bounds_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,fft_and_spectral,3407,undefined_name_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,fft_and_spectral,3407,argument_signature_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,fft_and_spectral,3407,dependency_import_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,fft_and_spectral,3407,setup_or_environment_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,fft_and_spectral,3407,resource_exhaustion,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,fft_and_spectral,3407,runtime_error_other,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,fft_and_spectral,3407,assertion_failure,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,fft_and_spectral,3407,timeout,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,fft_and_spectral,3407,missing_oracle,12,12,12,0,0,1.0,1.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,fft_and_spectral,3407,oracle_not_executed,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,fft_and_spectral,3407,fake_assertion,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,fft_and_spectral,3407,broad_exception_swallowing,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,fft_and_spectral,3407,target_not_executed,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,fft_and_spectral,3407,truncated_generation,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,fft_and_spectral,3407,nondeterministic_failure,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,indexing_gather_and_scatter,3407,syntax_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,indexing_gather_and_scatter,3407,wrong_or_missing_target_api,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,indexing_gather_and_scatter,3407,missing_import,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,indexing_gather_and_scatter,3407,shape_or_dtype_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,indexing_gather_and_scatter,3407,index_or_bounds_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,indexing_gather_and_scatter,3407,undefined_name_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,indexing_gather_and_scatter,3407,argument_signature_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,indexing_gather_and_scatter,3407,dependency_import_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,indexing_gather_and_scatter,3407,setup_or_environment_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,indexing_gather_and_scatter,3407,resource_exhaustion,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,indexing_gather_and_scatter,3407,runtime_error_other,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,indexing_gather_and_scatter,3407,assertion_failure,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,indexing_gather_and_scatter,3407,timeout,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,indexing_gather_and_scatter,3407,missing_oracle,12,12,12,0,0,1.0,1.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,indexing_gather_and_scatter,3407,oracle_not_executed,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,indexing_gather_and_scatter,3407,fake_assertion,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,indexing_gather_and_scatter,3407,broad_exception_swallowing,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,indexing_gather_and_scatter,3407,target_not_executed,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,indexing_gather_and_scatter,3407,truncated_generation,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,indexing_gather_and_scatter,3407,nondeterministic_failure,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,linear_algebra,3407,syntax_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,linear_algebra,3407,wrong_or_missing_target_api,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,linear_algebra,3407,missing_import,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,linear_algebra,3407,shape_or_dtype_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,linear_algebra,3407,index_or_bounds_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,linear_algebra,3407,undefined_name_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,linear_algebra,3407,argument_signature_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,linear_algebra,3407,dependency_import_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,linear_algebra,3407,setup_or_environment_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,linear_algebra,3407,resource_exhaustion,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,linear_algebra,3407,runtime_error_other,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,linear_algebra,3407,assertion_failure,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,linear_algebra,3407,timeout,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,linear_algebra,3407,missing_oracle,12,12,12,0,0,1.0,1.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,linear_algebra,3407,oracle_not_executed,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,linear_algebra,3407,fake_assertion,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,linear_algebra,3407,broad_exception_swallowing,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,linear_algebra,3407,target_not_executed,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,linear_algebra,3407,truncated_generation,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,linear_algebra,3407,nondeterministic_failure,12,0,0,0,12,,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,normalization_activation_and_loss,3407,syntax_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,normalization_activation_and_loss,3407,wrong_or_missing_target_api,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,normalization_activation_and_loss,3407,missing_import,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,normalization_activation_and_loss,3407,shape_or_dtype_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,normalization_activation_and_loss,3407,index_or_bounds_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,normalization_activation_and_loss,3407,undefined_name_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,normalization_activation_and_loss,3407,argument_signature_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,normalization_activation_and_loss,3407,dependency_import_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,normalization_activation_and_loss,3407,setup_or_environment_error,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,normalization_activation_and_loss,3407,resource_exhaustion,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,normalization_activation_and_loss,3407,runtime_error_other,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,normalization_activation_and_loss,3407,assertion_failure,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,normalization_activation_and_loss,3407,timeout,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,normalization_activation_and_loss,3407,missing_oracle,12,12,12,0,0,1.0,1.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,normalization_activation_and_loss,3407,oracle_not_executed,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,normalization_activation_and_loss,3407,fake_assertion,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,normalization_activation_and_loss,3407,broad_exception_swallowing,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,normalization_activation_and_loss,3407,target_not_executed,12,12,0,12,0,0.0,0.0
seed_baseline_group,events.checkpoint,campaign_checkpoint,B0,normalization_activation_and_loss,3407,truncated_generation,12,12,0,12,0,0.0,0.0
