source,source_role,baseline,api_group,category,n_total,n_known,n_true,n_false,n_unknown,failure_rate_known,wilson_95_low,wilson_95_high,observed_records,raw_records,duplicate_records,unidentified_records,expected_records,missing_records,coverage_rate
campaign_combined,campaign_combined,B0,normalization_activation_and_loss,shape_or_dtype_error,24,24,0,24,0,0.0,1.3877787807814457e-17,0.13797620467498017,24,24,0,0,24,0,1.0
campaign_combined,campaign_combined,B0,normalization_activation_and_loss,index_or_bounds_error,24,24,0,24,0,0.0,1.3877787807814457e-17,0.13797620467498017,24,24,0,0,24,0,1.0
campaign_combined,campaign_combined,B0,normalization_activation_and_loss,undefined_name_error,24,24,0,24,0,0.0,1.3877787807814457e-17,0.13797620467498017,24,24,0,0,24,0,1.0
campaign_combined,campaign_combined,B0,normalization_activation_and_loss,argument_signature_error,24,24,0,24,0,0.0,1.3877787807814457e-17,0.13797620467498017,24,24,0,0,24,0,1.0
campaign_combined,campaign_combined,B0,normalization_activation_and_loss,dependency_import_error,24,24,0,24,0,0.0,1.3877787807814457e-17,0.13797620467498017,24,24,0,0,24,0,1.0
campaign_combined,campaign_combined,B0,normalization_activation_and_loss,setup_or_environment_error,24,24,0,24,0,0.0,1.3877787807814457e-17,0.13797620467498017,24,24,0,0,24,0,1.0
campaign_combined,campaign_combined,B0,normalization_activation_and_loss,resource_exhaustion,24,24,0,24,0,0.0,1.3877787807814457e-17,0.13797620467498017,24,24,0,0,24,0,1.0
campaign_combined,campaign_combined,B0,normalization_activation_and_loss,runtime_error_other,24,24,0,24,0,0.0,1.3877787807814457e-17,0.13797620467498017,24,24,0,0,24,0,1.0
campaign_combined,campaign_combined,B0,normalization_activation_and_loss,assertion_failure,24,24,0,24,0,0.0,1.3877787807814457e-17,0.13797620467498017,24,24,0,0,24,0,1.0
campaign_combined,campaign_combined,B0,normalization_activation_and_loss,timeout,24,24,0,24,0,0.0,1.3877787807814457e-17,0.13797620467498017,24,24,0,0,24,0,1.0
campaign_combined,campaign_combined,B0,normalization_activation_and_loss,missing_oracle,24,24,24,0,0,1.0,0.8620237953250198,1.0,24,24,0,0,24,0,1.0
campaign_combined,campaign_combined,B0,normalization_activation_and_loss,oracle_not_executed,24,24,0,24,0,0.0,1.3877787807814457e-17,0.13797620467498017,24,24,0,0,24,0,1.0
campaign_combined,campaign_combined,B0,normalization_activation_and_loss,fake_assertion,24,24,0,24,0,0.0,1.3877787807814457e-17,0.13797620467498017,24,24,0,0,24,0,1.0
campaign_combined,campaign_combined,B0,normalization_activation_and_loss,broad_exception_swallowing,24,24,0,24,0,0.0,1.3877787807814457e-17,0.13797620467498017,24,24,0,0,24,0,1.0
campaign_combined,campaign_combined,B0,normalization_activation_and_loss,target_not_executed,24,24,0,24,0,0.0,1.3877787807814457e-17,0.13797620467498017,24,24,0,0,24,0,1.0
campaign_combined,campaign_combined,B0,normalization_activation_and_loss,truncated_generation,24,24,0,24,0,0.0,1.3877787807814457e-17,0.13797620467498017,24,24,0,0,24,0,1.0
campaign_combined,campaign_combined,B0,normalization_activation_and_loss,nondeterministic_failure,24,0,0,0,24,,,,24,24,0,0,24,0,1.0
